ECM - White Noise Generator II,11791,2575,Disrupts enemy targeting by generating a field of random sensor noise. Works especially well against Radar systems.,24000,24000,800000,120000
Gravimetric Backup Array I,11820,2579,A backup system which operates in conjunction with the main array. Reduces the ship's vulnerability to jamming.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,12000,12000,12000,9000
Gravimetric Backup Array II,11821,2580,A backup system which operates in conjunction with the main array. Reduces the ship's vulnerability to jamming.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,18000,12000,200000,30000
LADAR Backup Array I,11824,2583,A backup system which operates in conjunction with the main array. Reduces the ship's vulnerability to jamming.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,12000,12000,12000,9000
LADAR Backup Array II,11825,2584,A backup system which operates in conjunction with the main array. Reduces the ship's vulnerability to jamming.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,18000,12000,200000,30000
Magnetometric Backup Array I,11828,2587,A backup system which operates in conjunction with the main array. Reduces the ship's vulnerability to jamming.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,12000,12000,12000,9000
Magnetometric Backup Array II,11829,2588,A backup system which operates in conjunction with the main array. Reduces the ship's vulnerability to jamming.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,18000,12000,200000,30000
Multi Sensor Backup Array I,11832,2591,A backup system which operates in conjunction with the main array. Reduces the ship's vulnerability to jamming.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,12000,12000,12000,9000
Multi Sensor Backup Array II,11833,2592,A backup system which operates in conjunction with the main array. Reduces the ship's vulnerability to jamming.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,18000,12000,200000,30000
Nanofiber Internal Structure I,2604,2603,"Replaces some of the heavier structure components with lighter, but more fragile material. Increases ship's velocity and improves maneuverability at the expense of hull strength.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.",12000,12000,12000,9000
Nanofiber Internal Structure II,2606,2605,"Replaces some of the heavier structure components with lighter, but more fragile material. Increases ship's velocity and improves maneuverability at the expense of hull strength.

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.",18000,12000,300000,45000
Mjolnir Fury Light Missile,2614,2613,"An advanced missile with a volatile payload of magnetized plasma, the Mjolnir light missile is specifically engineered to take down shield systems.

A modified version of the Mjolnir light missile. Does more damage than its predecessor but the volatile nature of the warhead, and its powerful containment system, reduce both flight time and precision.",120000,80000,2000000,300000
Inferno Fury Cruise Missile,2622,2621,"An Amarr creation with powerful capabilities, the Inferno cruise missile was for a long time confined solely to the Amarr armed forces, but exports began some years ago and the missile is now found throughout the universe.

A modified version of the Inferno cruise. Does more damage than its predecessor, but the volatile nature of the warhead, and its powerful containment system, reduce both flight time and precision.",480000,320000,8000000,1200000
Scourge Fury Heavy Missile,2630,2629,"The Scourge heavy missile is an old relic from the Caldari-Gallente War that is still in widespread use because of its low price and versatility.

A modified version of the Scourge heavy missile. Does more damage than its predecessor but the volatile nature of the warhead, and its powerful containment system, reduce both flight time and precision.",240000,160000,4000000,600000
Inferno Precision Cruise Missile,2638,2637,"An Amarr creation with powerful capabilities, the Inferno cruise missile was for a long time confined solely to the Amarr armed forces, but exports began some years ago and the missile is now found throughout the universe.

A modified version of the Inferno cruise. Is great for taking down smaller ships, but fuel use by stabilization thrusters reduces maximum flight time.",480000,320000,8000000,1200000
Inferno Precision Light Missile,2648,2647,"The explosion the Inferno light missile creates upon impact is stunning enough for any display of fireworks - just ten times more deadly.

A modified version of the Inferno light missile. Great for taking down smaller ships, but fuel use by stabilization thrusters reduces maximum flight time.",120000,80000,2000000,300000
Nova Precision Heavy Missile,2656,2655,"The be-all and end-all of medium-sized missiles, the Nova is a must for those who want a guaranteed kill no matter the cost.

A modified version of the Nova heavy missile. Great for taking down smaller ships, but fuel use by stabilization thrusters reduces maximum flight time.",240000,160000,4000000,600000
Scourge Rage Heavy Assault Missile,2680,2679,"A kinetic warhead designed for use with heavy assault launchers. Heavy assault missiles can be fired at a greater rate than heavy missiles, at the expense of effective range.

This modified version of the Scourge Heavy Assault Missile packs a considerably stronger punch, but as a result is heavier and slower. This makes it very effective against larger targets, but markedly less effective against smaller and more agile targets.",240000,160000,4000000,600000
Nova Javelin Torpedo,2802,2801,"An ultra-heavy nuclear missile. While it is a slow projectile, its sheer damage potential is simply staggering.

A modified version of the Nova Torpedo. It can reach higher velocity than the Nova Torpedo at the expense of warhead size.",480000,320000,8000000,1200000
Inferno Rage Torpedo,2812,2811,"An ultra-heavy plasma missile. While it is a slow projectile, its sheer damage potential is simply staggering.

This modified version of the Inferno Torpedo packs a considerably stronger punch, but as a result is heavier and slower. This makes it very effective against larger targets, but markedly less effective against smaller and more agile targets.",480000,320000,8000000,1200000
Mjolnir Rage Rocket,2818,2817,"A small rocket with an EMP warhead.

This modified version of the Mjolnir rocket packs a considerably stronger punch, but as a result is heavier and slower. This makes it very effective against larger targets, but markedly less effective against smaller and more agile targets.",120000,80000,2000000,300000
Utu,2835,2834,"The Utu is a highly advanced drone platform specially commissioned for the 8th Alliance Tournament. While based on the Ishkur's design, this ship features design elements that go above and beyond the original blueprint.

In addition to revolutionary heat dispersion field projectors, the Utu is equipped with cutting-edge hardwired drone protocols and upgraded warp scrambling capability. Combined with the sturdy armor plating, these qualities make the Utu a powerful ally in any combat encounter.",120,120,120,120
